Brand,Model,Release_Year,Category,Price_USD,Screen_Size_Inches,Processor_Type,RAM_GB,Storage_GB,OS,Battery_Capacity_mAh,Typical_Capacity_mAh,Rated_Capacity_mAh,Battery_Life_Hours,Standby_Time_Hours,Talk_Time_Hours,Video_Playback_Hours,Web_Browsing_Hours,Music_Playback_Hours,Gaming_Test_Hours,Usage_Scenario,Battery_Endurance_Rating,Battery_Type,Removable_Battery,Charging_Time_0_to_100,Charging_Time_0_to_50,Charging_Wattage,Charging_Technology,Fast_Charging_Supported,Fast_Charging_Tech,Wireless_Charging,Wireless_Charging_Wattage,Reverse_Wireless_Charging,Battery_Health_Percentage,Cycle_Count,Temperature_While_Charging_C,Discharge_Rate_mAh_per_hour,Idle_Discharge_Per_Hour,Thermal_Throttling_Effect,Battery_Saver_Mode_Available,Battery_Saver_Mode_Effect,Power_Consumption_Watt,Efficiency_Score,Refresh_Rate_Hz
Vivo,Vivo Max13,2024,Budget,906.35,6.1,Tensor G2,16,128,iOS 17,5000,5100,4949,9.1,409,35,12.3,11.5,84,3.4,Video,95h,Li-Po,Yes,76,45,33,Fast Charge,Yes,Fast Charge,Yes,20,Yes,93,309,32.4,342.3,9.8,Yes,Yes,0.18,4.35,0.0018,144
Samsung,Samsung A1,2024,Midrange,772.6,6.5,Exynos 2100,12,64,iOS 17,3000,3050,2942,12.5,528,38,13.3,17.7,91,6.1,Idle,105h,Li-Po,No,68,53,120,Turbo Charge,Yes,Turbo Charge,Yes,20,No,89,88,30.2,486.5,7.6,No,No,0.28,2.41,0.0042,144
Apple,Apple Pro6,2023,Budget,353.28,6.0,Snapdragon 8 Gen 1,6,64,Android 14,5000,5058,4982,6.9,391,25,9.8,14.5,96,9.5,Browsing,94h,Li-Po,No,103,49,18,Warp Charge,Yes,Warp Charge,No,20,Yes,98,133,43.6,207.9,11.3,Yes,No,0.35,6.78,0.0014,60
OnePlus,OnePlus A12,2019,Flagship,1484.68,6.4,Exynos 2100,8,64,iOS 15,3000,3075,2960,8.9,717,26,17.2,12.8,87,8.1,Browsing,80h,Li-Ion,No,67,55,120,Turbo Charge,Yes,Turbo Charge,No,0,No,97,571,30.0,272.7,6.6,Yes,Yes,0.29,6.83,0.003,144
Xiaomi,Xiaomi Note17,2023,Budget,1312.77,5.5,MediaTek Dimensity 9200,12,128,Android 14,3000,3025,2976,14.1,630,27,15.0,17.5,70,5.0,Mixed,130h,Li-Ion,Yes,113,44,120,SuperVOOC,Yes,SuperVOOC,Yes,10,No,95,521,41.5,575.0,10.5,Yes,Yes,0.16,7.68,0.0047,90
Google,Google A2,2018,Midrange,967.24,6.7,Tensor G2,6,256,iOS 17,4000,4040,3979,12.0,495,35,8.8,15.3,72,3.7,Browsing,83h,Li-Ion,Yes,115,37,25,Turbo Charge,Yes,Turbo Charge,Yes,15,Yes,92,18,41.1,508.7,14.6,No,Yes,0.26,6.41,0.003,60
Oppo,Oppo X25,2018,Midrange,869.41,6.4,MediaTek Dimensity 9200,12,128,Android 13,6000,6071,5941,17.9,411,25,8.1,15.5,76,8.8,Browsing,114h,Li-Po,Yes,47,46,120,VOOC,Yes,VOOC,Yes,20,No,86,576,33.9,277.5,14.6,No,No,0.11,3.19,0.003,90
Xiaomi,Xiaomi A19,2019,Flagship,1164.26,6.8,MediaTek Dimensity 9200,4,128,iOS 16,4500,4578,4400,7.7,506,34,18.6,9.5,86,7.3,Mixed,111h,Li-Po,Yes,103,23,25,Warp Charge,Yes,Warp Charge,Yes,10,No,96,476,30.8,552.2,5.0,No,No,0.34,4.86,0.0017,144
Realme,Realme S29,2018,Midrange,1430.62,6.0,Apple A15 Bionic,12,512,iOS 16,3500,3534,3446,15.9,304,20,19.5,9.3,89,6.3,Browsing,102h,Li-Po,No,44,48,10,Warp Charge,No,,Yes,15,No,100,528,39.7,513.3,16.9,No,No,0.12,6.84,0.0045,90
Samsung,Samsung S9,2024,Midrange,1156.74,6.4,Snapdragon 8 Gen 1,12,256,Android 11,5000,5094,4944,5.3,507,17,16.1,17.6,50,9.1,Mixed,92h,Li-Ion,No,74,44,65,SuperVOOC,Yes,SuperVOOC,Yes,0,Yes,97,340,36.0,267.6,10.3,Yes,Yes,0.17,3.57,0.0011,120
Apple,Apple S19,2019,Budget,583.26,6.5,Apple A16 Bionic,16,256,Android 14,6000,6007,5943,6.3,610,32,17.8,14.3,91,7.6,Browsing,92h,Li-Ion,Yes,44,26,10,Fast Charge,No,,No,0,Yes,91,397,34.2,323.2,12.3,Yes,Yes,0.23,6.85,0.001,144
Asus,Asus A2,2019,Budget,815.58,6.4,Tensor G2,12,128,Android 13,5000,5054,4924,12.4,638,16,17.7,8.1,75,7.3,Gaming,120h,Li-Ion,No,78,39,120,Warp Charge,Yes,Warp Charge,Yes,15,No,99,304,43.7,380.7,11.6,No,Yes,0.35,2.87,0.0025,90
Motorola,Motorola Max23,2021,Midrange,1116.7,5.5,Apple A15 Bionic,6,64,iOS 16,4500,4528,4460,13.8,315,39,18.1,7.4,68,7.8,Video,86h,Li-Po,No,91,59,65,Turbo Charge,Yes,Turbo Charge,No,15,No,88,528,40.4,374.4,11.6,No,Yes,0.34,4.36,0.0031,144
Xiaomi,Xiaomi Note6,2020,Budget,450.77,6.5,Snapdragon 778G,12,128,iOS 16,5000,5009,4999,15.3,634,35,8.5,17.1,92,5.6,Gaming,98h,Li-Po,No,108,45,18,Fast Charge,Yes,Fast Charge,Yes,10,Yes,99,196,43.0,389.6,9.2,Yes,Yes,0.29,4.97,0.0031,90
Vivo,Vivo Note21,2019,Budget,324.0,6.5,Exynos 2100,6,512,Android 11,5000,5083,4999,13.5,698,30,8.3,7.3,68,9.0,Video,105h,Li-Ion,No,81,41,65,VOOC,Yes,VOOC,Yes,5,Yes,93,152,42.9,319.4,10.6,No,No,0.39,5.14,0.0027,60
Vivo,Vivo Pro18,2018,Budget,425.78,6.4,MediaTek Dimensity 9200,16,256,iOS 17,4000,4083,3953,12.0,379,18,8.4,15.6,74,6.2,Video,119h,Li-Po,Yes,60,42,65,Fast Charge,Yes,Fast Charge,Yes,20,No,90,571,43.1,511.7,5.9,No,Yes,0.17,7.71,0.003,144
Google,Google A26,2024,Budget,1344.14,6.7,Snapdragon 8 Gen 1,12,64,iOS 17,3000,3086,2949,9.3,457,30,10.3,16.8,94,9.8,Video,98h,Li-Ion,Yes,82,19,45,SuperVOOC,Yes,SuperVOOC,No,15,No,87,251,41.8,580.5,9.3,Yes,Yes,0.27,2.37,0.0031,144
Vivo,Vivo S16,2018,Flagship,1347.46,6.5,Apple A16 Bionic,16,512,Android 12,3500,3555,3445,13.0,378,22,10.8,7.4,62,7.0,Gaming,92h,Li-Ion,Yes,71,41,18,Warp Charge,Yes,Warp Charge,No,15,Yes,86,218,41.8,437.1,19.1,No,Yes,0.36,3.4,0.0037,90
Xiaomi,Xiaomi Note9,2019,Flagship,1255.07,6.8,Apple A16 Bionic,8,128,iOS 17,4500,4573,4461,10.0,790,19,12.8,9.9,84,10.0,Mixed,124h,Li-Po,Yes,110,31,10,Turbo Charge,No,,No,15,No,93,376,36.1,452.8,8.6,Yes,Yes,0.28,3.8,0.0022,90
Apple,Apple Note17,2021,Flagship,561.56,6.4,Exynos 2100,6,512,iOS 15,3500,3579,3431,16.8,753,15,19.6,10.5,92,5.8,Mixed,97h,Li-Ion,No,87,26,10,Warp Charge,No,,No,20,No,98,145,42.9,285.9,14.5,Yes,No,0.22,6.07,0.0048,90
OnePlus,OnePlus A22,2021,Budget,979.06,6.0,Exynos 2100,16,512,Android 14,3500,3573,3440,16.5,372,40,14.4,9.3,60,7.4,Gaming,122h,Li-Po,No,82,36,33,Quick Charge 4.0,Yes,Quick Charge 4.0,No,10,No,91,209,41.0,346.7,7.5,No,No,0.31,3.92,0.0047,144
Oppo,Oppo A6,2022,Flagship,500.33,6.4,Snapdragon 778G,12,256,Android 14,4500,4509,4496,15.5,736,26,15.8,14.8,87,8.5,Idle,130h,Li-Po,No,92,31,25,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,5,Yes,90,104,39.5,228.1,19.4,No,Yes,0.33,3.45,0.0034,90
Motorola,Motorola X24,2024,Budget,405.88,6.1,Apple A15 Bionic,6,256,iOS 16,4500,4548,4443,9.0,366,31,12.6,12.6,93,5.5,Gaming,114h,Li-Ion,Yes,104,59,65,SuperVOOC,Yes,SuperVOOC,Yes,15,No,92,164,39.0,254.1,17.0,Yes,Yes,0.36,2.04,0.002,60
OnePlus,OnePlus Note9,2019,Midrange,456.14,6.4,Snapdragon 8 Gen 1,16,128,iOS 17,3000,3100,2910,13.8,434,22,18.4,10.5,57,4.3,Gaming,85h,Li-Ion,No,71,39,120,Fast Charge,Yes,Fast Charge,No,5,No,91,452,35.0,483.4,7.4,Yes,Yes,0.17,7.41,0.0046,144
Realme,Realme X2,2021,Midrange,807.38,5.5,MediaTek Dimensity 9200,4,64,Android 13,4500,4503,4415,13.3,404,36,10.0,14.0,95,9.4,Browsing,117h,Li-Ion,Yes,58,16,45,SuperVOOC,Yes,SuperVOOC,No,10,Yes,100,125,33.5,383.8,6.1,Yes,Yes,0.21,3.19,0.003,120
Oppo,Oppo X26,2024,Midrange,933.18,6.4,Exynos 2100,8,64,iOS 16,4500,4540,4465,17.3,772,22,13.9,12.9,74,4.9,Browsing,94h,Li-Ion,No,63,39,25,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,0,No,98,227,40.9,319.5,19.1,No,No,0.1,7.78,0.0038,144
Oppo,Oppo S3,2024,Midrange,1371.03,5.5,Apple A16 Bionic,6,128,Android 11,4000,4019,3926,17.4,572,16,11.8,12.2,80,6.7,Browsing,110h,Li-Po,Yes,49,60,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,15,No,95,36,41.7,202.1,5.4,No,No,0.3,7.95,0.0043,60
Samsung,Samsung S28,2021,Midrange,329.67,6.1,Snapdragon 8 Gen 1,4,256,Android 13,3500,3571,3408,14.0,318,15,8.2,8.3,84,4.3,Mixed,127h,Li-Ion,Yes,45,37,25,Fast Charge,Yes,Fast Charge,No,5,No,87,254,35.0,282.5,7.2,Yes,Yes,0.31,4.17,0.004,90
Google,Google Pro9,2023,Flagship,159.1,6.0,Tensor G2,16,512,iOS 15,6000,6053,5930,14.5,636,31,14.9,16.9,89,6.5,Gaming,115h,Li-Po,No,67,59,10,Fast Charge,No,,No,20,No,90,15,44.3,503.6,19.8,No,Yes,0.22,3.86,0.0024,144
Oppo,Oppo Note7,2021,Flagship,838.16,6.5,Exynos 2100,8,512,iOS 16,5000,5033,4911,14.9,647,39,14.7,12.7,57,5.6,Gaming,86h,Li-Po,Yes,64,29,45,Turbo Charge,Yes,Turbo Charge,Yes,5,No,87,366,38.7,394.5,5.9,Yes,No,0.22,6.77,0.003,90
OnePlus,OnePlus Note17,2020,Budget,465.0,6.0,Apple A16 Bionic,8,64,Android 14,3000,3037,2951,12.8,629,40,11.5,13.2,97,9.7,Idle,113h,Li-Po,No,57,45,10,Turbo Charge,No,,Yes,0,No,95,148,42.9,203.3,8.3,No,Yes,0.24,3.98,0.0043,144
Samsung,Samsung Note30,2020,Flagship,970.55,6.0,MediaTek Dimensity 9200,8,64,Android 11,3500,3506,3426,18.0,459,25,8.6,9.7,73,6.6,Video,114h,Li-Po,Yes,48,32,25,SuperVOOC,Yes,SuperVOOC,Yes,10,Yes,100,215,40.6,270.7,16.7,Yes,No,0.16,6.19,0.0051,90
Samsung,Samsung S12,2018,Midrange,530.64,5.5,MediaTek Dimensity 9200,8,256,Android 11,5000,5100,4918,15.3,507,20,11.3,15.7,56,6.4,Gaming,82h,Li-Ion,Yes,115,31,45,Turbo Charge,Yes,Turbo Charge,Yes,15,No,96,250,35.8,374.7,8.7,Yes,Yes,0.26,5.64,0.0031,120
Vivo,Vivo Pro22,2020,Midrange,505.35,6.1,Apple A15 Bionic,4,512,iOS 17,5000,5050,4950,10.2,733,27,14.1,11.2,66,3.3,Idle,104h,Li-Ion,No,74,29,10,Fast Charge,No,,Yes,15,Yes,92,54,44.0,555.3,11.1,Yes,No,0.32,3.71,0.002,60
Samsung,Samsung A22,2022,Midrange,1186.94,6.0,MediaTek Dimensity 9200,6,512,iOS 16,4000,4020,3943,10.5,347,28,10.3,17.5,57,9.9,Mixed,80h,Li-Po,No,50,37,65,VOOC,Yes,VOOC,No,10,Yes,90,333,45.0,235.1,10.0,Yes,Yes,0.3,2.24,0.0026,90
Motorola,Motorola S24,2021,Midrange,261.77,6.1,Apple A15 Bionic,4,128,iOS 17,3500,3540,3490,7.6,423,40,11.7,15.5,51,8.4,Video,80h,Li-Po,No,74,30,45,VOOC,Yes,VOOC,Yes,20,No,86,44,39.0,271.2,6.1,Yes,No,0.32,5.08,0.0022,120
OnePlus,OnePlus X10,2021,Flagship,228.77,6.7,Snapdragon 8 Gen 1,8,256,iOS 16,5000,5031,4982,14.8,419,20,13.5,12.9,99,8.0,Mixed,93h,Li-Ion,Yes,62,34,120,Warp Charge,Yes,Warp Charge,No,20,No,96,514,42.8,330.9,16.6,No,No,0.33,7.43,0.003,120
Google,Google S29,2022,Budget,574.76,6.7,MediaTek Dimensity 9200,6,64,iOS 17,3500,3571,3425,10.8,429,35,11.4,10.8,87,7.6,Idle,112h,Li-Po,No,64,30,120,Warp Charge,Yes,Warp Charge,No,10,No,96,584,43.5,395.6,6.8,No,No,0.37,3.34,0.0031,120
Google,Google A21,2018,Budget,289.58,6.0,Snapdragon 778G,6,512,Android 13,5000,5043,4953,16.3,719,20,8.3,7.4,63,7.0,Mixed,122h,Li-Po,Yes,42,54,25,VOOC,Yes,VOOC,Yes,0,Yes,93,141,42.1,351.1,11.5,Yes,Yes,0.17,5.14,0.0033,60
Apple,Apple X19,2019,Budget,1353.63,6.1,Snapdragon 778G,4,512,Android 11,3000,3061,2996,14.5,418,21,9.1,15.6,89,7.8,Idle,109h,Li-Ion,No,100,48,10,Warp Charge,No,,Yes,10,Yes,86,36,38.3,229.4,16.5,No,Yes,0.29,4.08,0.0048,60
Asus,Asus Max19,2021,Midrange,1300.74,6.5,Tensor G2,4,512,iOS 15,3000,3075,2927,16.3,469,37,18.8,13.7,63,8.3,Browsing,84h,Li-Po,Yes,72,17,33,SuperVOOC,Yes,SuperVOOC,Yes,10,No,95,450,39.2,276.2,18.8,Yes,Yes,0.18,6.9,0.0054,90
Realme,Realme A21,2019,Budget,1389.47,6.4,Apple A16 Bionic,16,256,Android 12,6000,6002,5991,7.0,363,33,10.9,12.9,83,9.5,Gaming,123h,Li-Po,No,36,57,25,VOOC,Yes,VOOC,Yes,5,No,88,511,42.0,561.0,5.2,Yes,Yes,0.13,7.35,0.0012,90
Motorola,Motorola Note18,2024,Flagship,975.98,6.1,Tensor G2,6,64,iOS 15,5000,5024,4934,11.4,523,40,15.8,13.3,52,5.8,Video,88h,Li-Po,No,54,26,10,VOOC,No,,No,5,No,90,233,44.5,334.3,6.7,No,Yes,0.23,2.24,0.0023,60
Asus,Asus Pro30,2021,Budget,467.84,6.1,Snapdragon 778G,12,128,Android 11,3000,3019,2910,5.4,370,16,8.8,14.3,89,9.9,Video,85h,Li-Ion,Yes,105,50,45,VOOC,Yes,VOOC,No,5,No,88,528,38.2,200.4,14.4,Yes,No,0.28,2.43,0.0018,90
Apple,Apple Note14,2019,Flagship,848.47,6.1,Snapdragon 8 Gen 1,16,128,iOS 17,3000,3012,2970,12.1,786,27,13.4,17.9,92,7.9,Video,117h,Li-Po,Yes,110,25,25,Fast Charge,Yes,Fast Charge,Yes,15,No,97,147,39.1,311.0,7.4,Yes,Yes,0.24,2.71,0.004,144
OnePlus,OnePlus X5,2019,Budget,453.07,6.8,Snapdragon 778G,6,512,Android 14,3500,3566,3498,5.9,626,34,10.1,7.9,81,7.9,Browsing,129h,Li-Ion,No,73,29,25,Fast Charge,Yes,Fast Charge,No,5,No,100,261,32.5,418.1,15.3,Yes,Yes,0.31,5.39,0.0017,144
Google,Google Note6,2018,Midrange,1218.51,5.5,Apple A15 Bionic,4,256,Android 14,5000,5056,4917,13.4,787,28,10.1,15.0,65,5.3,Video,119h,Li-Po,No,48,47,25,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,Yes,90,146,44.6,547.0,18.7,Yes,No,0.14,4.13,0.0027,90
Xiaomi,Xiaomi X1,2022,Budget,273.77,6.7,Apple A15 Bionic,12,128,iOS 16,5000,5041,4919,15.6,450,33,12.8,17.8,58,3.5,Mixed,103h,Li-Po,No,81,24,33,Turbo Charge,Yes,Turbo Charge,No,15,No,99,336,30.1,339.2,11.9,No,Yes,0.22,5.32,0.0031,90
Asus,Asus Max30,2023,Flagship,1139.19,6.7,Snapdragon 778G,4,64,Android 12,4000,4024,3951,7.8,465,21,17.5,13.5,91,7.5,Browsing,84h,Li-Po,No,85,32,120,VOOC,Yes,VOOC,No,5,No,89,214,33.0,226.9,8.2,No,Yes,0.4,6.24,0.0019,144
Motorola,Motorola S22,2024,Flagship,1171.91,6.0,Snapdragon 778G,12,64,Android 14,4500,4534,4451,8.3,468,27,11.9,16.9,66,4.3,Mixed,110h,Li-Po,Yes,112,26,33,SuperVOOC,Yes,SuperVOOC,Yes,20,Yes,96,151,33.0,593.0,16.8,No,No,0.39,3.63,0.0018,120
OnePlus,OnePlus A2,2022,Midrange,887.14,6.5,Exynos 2100,12,128,Android 14,3500,3516,3472,16.9,501,15,18.3,10.6,64,3.1,Mixed,105h,Li-Ion,Yes,110,38,18,SuperVOOC,Yes,SuperVOOC,No,15,Yes,88,322,33.4,340.9,16.7,Yes,No,0.39,7.82,0.0048,90
OnePlus,OnePlus Note12,2023,Midrange,1061.99,6.1,Apple A15 Bionic,8,256,Android 11,4000,4045,3948,15.5,467,16,11.0,10.8,87,3.1,Idle,126h,Li-Ion,Yes,112,53,25,Turbo Charge,Yes,Turbo Charge,No,5,No,94,313,34.8,371.4,9.2,No,Yes,0.17,7.21,0.0039,144
Apple,Apple X26,2023,Midrange,547.81,6.7,Tensor G2,4,128,Android 14,3000,3098,2952,14.3,691,32,11.0,7.4,72,9.5,Idle,80h,Li-Ion,No,44,40,45,SuperVOOC,Yes,SuperVOOC,Yes,0,No,96,455,43.2,325.2,7.2,Yes,No,0.37,7.95,0.0048,60
OnePlus,OnePlus Note25,2023,Midrange,489.1,6.0,Tensor G2,4,128,Android 13,4500,4569,4484,5.8,663,17,10.2,10.4,69,9.7,Idle,80h,Li-Po,Yes,39,29,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,No,87,195,43.0,386.6,14.3,Yes,Yes,0.36,7.99,0.0013,120
Realme,Realme S18,2020,Budget,789.91,6.8,MediaTek Dimensity 9200,12,64,Android 12,3000,3100,2966,9.7,392,25,8.8,7.6,65,6.1,Mixed,115h,Li-Po,Yes,97,55,33,Fast Charge,Yes,Fast Charge,No,15,No,91,448,34.5,548.9,12.3,No,Yes,0.16,7.24,0.0032,144
Google,Google A14,2022,Midrange,1222.8,6.0,Exynos 2100,8,256,iOS 16,4000,4009,3931,5.9,662,37,17.4,14.7,84,7.7,Video,122h,Li-Po,No,115,32,65,Turbo Charge,Yes,Turbo Charge,Yes,20,Yes,90,156,34.9,476.3,18.6,Yes,Yes,0.3,5.35,0.0015,144
Motorola,Motorola Note3,2024,Midrange,737.66,6.5,Snapdragon 778G,4,512,iOS 16,3000,3032,2915,11.4,479,35,12.3,7.8,76,9.8,Browsing,113h,Li-Ion,No,48,56,65,VOOC,Yes,VOOC,No,10,No,89,492,31.0,222.6,8.8,Yes,Yes,0.36,7.63,0.0038,144
Realme,Realme Max7,2022,Budget,1043.37,6.7,MediaTek Dimensity 9200,16,64,Android 13,3500,3577,3427,5.9,351,16,9.3,11.6,66,8.4,Idle,118h,Li-Po,No,44,20,120,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,Yes,89,191,32.0,276.7,11.8,No,No,0.35,3.04,0.0017,60
Vivo,Vivo X13,2019,Flagship,385.28,6.8,MediaTek Dimensity 9200,8,64,Android 12,4000,4082,3973,14.4,346,17,19.3,15.6,72,8.9,Browsing,120h,Li-Po,Yes,33,25,25,SuperVOOC,Yes,SuperVOOC,No,0,No,88,302,39.5,344.3,16.8,Yes,Yes,0.22,4.17,0.0036,144
Asus,Asus X24,2023,Flagship,199.99,6.0,Snapdragon 8 Gen 1,6,256,iOS 16,4000,4016,3991,8.6,586,39,15.7,10.4,85,5.6,Mixed,91h,Li-Po,No,52,36,33,Turbo Charge,Yes,Turbo Charge,No,15,Yes,95,409,31.9,453.3,15.9,Yes,Yes,0.27,6.32,0.0022,144
Samsung,Samsung Max22,2019,Flagship,859.57,6.8,Snapdragon 778G,8,64,Android 11,5000,5021,4986,11.5,752,30,12.5,8.1,93,9.2,Gaming,100h,Li-Ion,No,105,27,33,Fast Charge,Yes,Fast Charge,No,10,Yes,87,475,40.1,491.8,12.0,Yes,Yes,0.13,7.26,0.0023,144
Asus,Asus X5,2024,Budget,779.98,6.1,Apple A15 Bionic,8,64,iOS 15,4000,4017,3916,9.9,383,29,10.8,7.1,60,7.7,Mixed,81h,Li-Ion,No,100,53,18,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,0,No,95,70,42.8,251.2,19.4,No,No,0.1,6.39,0.0025,90
Google,Google X29,2019,Midrange,1087.92,6.1,Snapdragon 778G,6,64,Android 11,3500,3568,3460,15.7,734,20,19.9,11.0,53,3.4,Mixed,97h,Li-Ion,No,85,45,65,Fast Charge,Yes,Fast Charge,Yes,5,No,88,340,33.7,206.0,6.1,Yes,Yes,0.13,2.93,0.0045,60
Asus,Asus A14,2019,Flagship,154.52,6.5,Apple A16 Bionic,12,512,iOS 16,4500,4543,4458,13.0,531,23,10.7,12.9,62,7.1,Gaming,101h,Li-Po,Yes,106,19,45,Turbo Charge,Yes,Turbo Charge,Yes,5,No,92,199,39.4,332.9,6.6,No,No,0.14,7.96,0.0029,60
OnePlus,OnePlus Note12,2022,Flagship,1218.35,5.5,Snapdragon 778G,4,256,Android 13,5000,5075,4955,14.7,769,35,10.8,15.1,100,5.2,Idle,101h,Li-Ion,No,60,20,18,Fast Charge,Yes,Fast Charge,Yes,5,No,92,400,43.3,210.9,9.8,No,No,0.15,5.8,0.0029,90
Realme,Realme Max4,2020,Flagship,652.25,6.4,MediaTek Dimensity 9200,4,512,Android 13,6000,6071,5964,11.7,622,36,16.9,14.0,74,9.0,Gaming,81h,Li-Ion,No,80,33,18,Fast Charge,Yes,Fast Charge,No,10,Yes,95,447,40.0,429.9,7.9,Yes,Yes,0.25,4.27,0.0019,144
Motorola,Motorola A20,2020,Budget,761.91,6.8,Snapdragon 778G,4,64,Android 14,3000,3067,2991,16.5,526,18,16.6,12.7,59,3.8,Gaming,102h,Li-Po,No,65,19,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,10,No,96,373,40.0,237.1,7.6,Yes,Yes,0.35,3.79,0.0055,144
Realme,Realme A15,2024,Budget,233.59,6.8,Apple A15 Bionic,8,64,iOS 15,3500,3501,3482,11.1,439,38,19.4,12.4,80,9.8,Mixed,81h,Li-Ion,Yes,90,21,33,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,15,No,87,446,36.1,380.8,14.0,No,Yes,0.23,7.71,0.0032,120
Samsung,Samsung Note30,2023,Midrange,454.81,6.7,Exynos 2100,4,256,Android 12,3000,3043,2986,5.1,795,35,18.4,11.2,79,8.6,Mixed,103h,Li-Ion,Yes,105,26,18,SuperVOOC,Yes,SuperVOOC,Yes,15,Yes,90,415,31.5,316.1,14.4,Yes,Yes,0.2,7.48,0.0017,120
Asus,Asus S12,2020,Budget,816.46,5.5,Snapdragon 778G,4,512,Android 12,3500,3591,3420,16.0,725,32,14.4,7.9,74,9.2,Mixed,85h,Li-Po,No,114,51,10,Turbo Charge,No,,Yes,10,Yes,93,430,31.1,395.1,13.0,No,Yes,0.21,3.3,0.0046,144
Apple,Apple Note4,2020,Flagship,884.19,6.5,Exynos 2100,4,64,Android 13,4000,4050,3958,16.5,400,32,13.7,11.0,77,3.7,Idle,89h,Li-Ion,Yes,81,25,33,Quick Charge 4.0,Yes,Quick Charge 4.0,No,15,No,86,527,36.4,255.1,14.6,Yes,Yes,0.36,7.27,0.0041,144
Asus,Asus S7,2020,Midrange,960.92,6.1,Tensor G2,8,512,iOS 16,4000,4029,3998,15.3,713,21,18.0,9.6,96,9.8,Browsing,99h,Li-Ion,No,96,33,10,Warp Charge,No,,Yes,15,No,95,50,43.1,341.9,14.3,Yes,Yes,0.23,3.36,0.0038,120
Apple,Apple X10,2019,Flagship,920.46,6.7,MediaTek Dimensity 9200,6,64,Android 12,4000,4000,3966,17.7,436,17,13.1,10.2,90,9.9,Idle,91h,Li-Ion,No,105,25,45,Fast Charge,Yes,Fast Charge,No,10,Yes,85,324,43.5,494.2,5.4,No,No,0.17,6.74,0.0044,120
OnePlus,OnePlus S22,2019,Budget,150.25,6.0,Snapdragon 778G,6,512,iOS 15,3000,3020,2987,5.5,301,32,19.5,17.9,88,4.1,Video,109h,Li-Po,Yes,63,42,25,SuperVOOC,Yes,SuperVOOC,Yes,20,No,89,479,42.5,526.6,12.4,No,No,0.24,7.85,0.0018,60
OnePlus,OnePlus Max11,2018,Flagship,1123.06,6.1,Snapdragon 778G,4,64,Android 14,3500,3519,3438,13.5,596,29,18.1,8.1,51,5.9,Video,88h,Li-Ion,Yes,79,51,10,Fast Charge,No,,No,10,No,98,140,35.1,561.6,7.4,No,Yes,0.19,6.34,0.0039,120
Asus,Asus Note22,2020,Midrange,1188.64,6.7,Snapdragon 8 Gen 1,8,256,Android 14,3500,3563,3500,5.8,363,30,17.4,13.0,83,7.1,Gaming,86h,Li-Po,Yes,67,32,65,Quick Charge 4.0,Yes,Quick Charge 4.0,No,5,Yes,88,434,32.9,240.7,18.0,Yes,No,0.29,2.49,0.0017,60
Oppo,Oppo Note4,2023,Budget,1045.32,6.0,Exynos 2100,8,512,Android 13,5000,5041,4993,8.7,435,18,16.3,15.9,86,5.0,Browsing,102h,Li-Ion,No,119,20,120,Turbo Charge,Yes,Turbo Charge,Yes,15,Yes,93,121,33.6,276.0,12.2,Yes,No,0.29,5.2,0.0017,90
Google,Google S14,2023,Midrange,1188.61,6.5,Apple A16 Bionic,6,64,Android 12,3000,3018,2963,15.9,755,29,11.3,7.9,81,6.7,Mixed,98h,Li-Po,Yes,30,20,45,Quick Charge 4.0,Yes,Quick Charge 4.0,Yes,20,No,92,153,30.1,441.8,18.2,No,No,0.29,3.82,0.0053,144
Oppo,Oppo A26,2021,Midrange,781.81,6.1,Apple A15 Bionic,8,256,Android 14,5000,5046,4985,15.8,322,16,11.3,9.8,61,6.9,Idle,103h,Li-Po,No,104,60,10,Quick Charge 4.0,No,,Yes,20,Yes,92,402,40.8,280.2,10.0,Yes,No,0.34,7.83,0.0032,144
Google,Google X10,2019,Flagship,845.7,6.5,Snapdragon 8 Gen 1,16,128,Android 13,4000,4009,3987,11.5,769,32,17.6,16.1,83,8.6,Idle,115h,Li-Po,No,33,15,18,Quick Charge 4.0,Yes,Quick Charge 4.0,No,5,No,86,248,37.2,297.3,12.6,No,No,0.36,2.92,0.0029,90
Motorola,Motorola Note23,2021,Budget,1020.97,6.5,MediaTek Dimensity 9200,8,512,iOS 17,6000,6010,5926,17.4,303,34,14.7,16.2,75,5.2,Idle,99h,Li-Po,Yes,113,15,18,VOOC,Yes,VOOC,No,5,No,90,265,43.5,229.4,18.6,No,No,0.12,4.86,0.0029,90
